Protein A (unique pairs!!)	Protein B (unique pairs!!)	Times detected (RIS >0) (Is still like to be able to filter for this. After all we have multi vector transformants that can give stochastic false positives)	uniqueABavgIS (max)	uniqueABsumIS (max)	Avg_RS (raw reads / # screens)	Avg_RIS (raw reads / # screens) => to know if interaction was sampled at all	Found in both orientations (1/0)	H47_avgIS	H47_sumIS	H47_found in both orientations	H47_times detected	Avg_RS (raw reads / # screens) in H47	Avg_RIS (raw reads / # screens) in H47	"Biogrid_all direct evidence (y2h, reconstituted complex, structure)"	Biogrid_all	Hippie	HuRI ?	Protein atlas (nuclear 1/0)	Youn-Gingras_data	Nanobret (pos/neg) unique	Nanobret MBU (mean)	Nanobret MBU std dev (from above)	Jaccard score	Cobinding prob	Cobinding odds ratio	Mean log min distance (bimodal)	Mean log min distance std dev	Meta RNA binding similarity A vs AB KS statistics	Meta RNA binding similarity B vs AB KS statistics
ythdf2	rpl8	3	0.55	0.62	0.18	2.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srfbp1	rbm10wtv	1	0	0.62	1.73	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tbrg1	mrpl2	2	0	0.62	14.82	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
scaf11	trak1	1	0	0.62	6.09	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kifc2_nter	luc7l	1	0	0.62	11.73	1.18	0	0	0	0	1	45	0.6	0	0	0	0			N/A	N/A	N/A							
strap	slc25a3	2	0	0.62	5.27	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif1c_cter	rpl18	1	0	0.62	8.82	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ccdc9	surf6	2	0	0.62	14.91	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tbrg1	cep55	2	0	0.62	5.36	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pum3	ssrp1	1	0	0.62	1	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
syf2	emicsrrm4mut5	1	0	0.62	3.55	1.09	0	0	0	0	0	4	0	0	0	0	0			N/A	N/A	N/A							
nudt16	supv3l1	2	0	0.62	5.82	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
chtop	rpl18	2	0	0.62	16.09	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
aldh6a1	atp5a1	2	0	0.62	20.18	2.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbfox2_orf	serbp1	1	0	0.62	0.55	0.36	0	0	0	0	0	6	0	0	0	0	0			N/A	N/A	N/A							
exosc7	phf5a	2	0.39	0.62	4.82	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
fam98a	gimap4	2	0	0.62	2.18	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sart3	rnps1	1	0	0.62	18.73	0.45	0	0	0	0	0	0	0	1	1	1	0			N/A	N/A	N/A							
usp10	rpl26	2	0	0.62	11.18	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
yars2	mrps21	1	0	0.62	9.27	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx39	smu1	1	0	0.62	11.82	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ptcd2	prc1	2	0.2	0.62	3	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm4mut2	pum3	1	0	0.62	6.55	1.64	0	0	0	0	0	12.4	0	0	0	0	0			N/A	N/A	N/A							
mrpl2	dhx30	1	0	0.62	4.82	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pno1	ezh2	3	0	0.62	5.73	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrpl37	fez2	2	0	0.62	0.73	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zmat5	rexo4	1	0	0.62	1.73	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ints4	eif3e	1	0	0.62	4.36	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sf3b4	fmr1	1	0	0.62	0	0.36	0	0	0	0	1	0	0.2	0	0	0	0			N/A	N/A	N/A							
katnb1	kif20a	1	0	0.62	6.45	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl13	utp15	1	0	0.62	3.36	1.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf7	ddx49	1	0	0.62	4.27	3.36	0	0	0	0	1	4.2	0.2	0	0	0	0			N/A	N/A	N/A							
pwp2	smarcb1	1	0.27	0.62	12.36	1.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nxf3	rpusd4	1	0	0.62	3.09	0.55	0	0	0	0	2	55.6	0.4	0	0	0	0			N/A	N/A	N/A							
pif1	snrnp40	1	0	0.62	2.55	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bag4	polrmt	2	0	0.62	2.09	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
wdr33	tuba1a	1	0	0.62	6.18	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
lgals3	polrmt	1	0	0.62	6.36	1.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tma16	rps6ka5	1	0	0.62	0	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ldha	diexf	1	0.24	0.62	0.55	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ctcf	rbm5	1	0	0.62	6	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srrm4	dgcr14	2	0.3	0.62	26.82	8.09	0	0	0	0	1	40.2	0.2	0	0	0	0			N/A	N/A	N/A							
u2af2	sfswap	1	0	0.61	9.82	1	0	0	0	0	1	18.8	0.2	0	0	0	0			N/A	N/A	N/A							
tubg1	ppia	1	0.22	0.61	4.09	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
wdr18	pank1	1	0	0.61	4.82	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm17	surf6	1	0	0.61	3.55	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
syt4_38_425	nelfe	1	0	0.61	0.91	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf4	tbrg4	2	0	0.61	5.91	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpn	mrps35	1	0	0.61	4	1.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
myh9	pdia4	2	0	0.61	4.27	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pacsin2	cpsf7	1	0	0.61	2	0.36	0	0	0	0	0	4.6	0	0	0	0	0			N/A	N/A	N/A							
ddx39ab	prr3	2	0.23	0.61	36.82	9.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
usp10	ccdc59	2	0	0.61	3.91	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
prpf31	ddx20	1	0	0.61	7	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bag4	kif16b_cter	1	0	0.61	0.82	1.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm28	ldha	1	0	0.61	2.45	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
supv3l1	sfpq	1	0	0.61	3.45	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eif3g	rbm33	3	0.13	0.61	6.36	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps21	gimap4	1	0.28	0.61	19.55	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx42	ppie	1	0.23	0.61	5.91	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cxorf56	psmd4	2	0	0.61	9.18	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
aldoa	rbm26	1	0.26	0.61	0.91	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cxorf56	hspd1	1	0	0.61	0.73	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
usp10	rps21	3	0.35	0.61	21.73	2.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
prpf31	fez2	1	0	0.61	3.91	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eral1	rps19	1	0	0.61	8.91	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
scaf11	yars2	1	0	0.61	2.27	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sf3b4	ptcd1	3	0	0.61	0	1.91	0	0	0	0	0	0.8	0	0	0	0	0			N/A	N/A	N/A							
rpl14	mrpl13	3	0.22	0.61	2	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ap2m1	ddx23	1	0	0.61	8.64	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
utp18	eif2b4	1	0.27	0.61	17.64	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tsn	emicsrrm4mut2	1	0	0.61	3.36	0.82	0	0	0	0	0	0	0	0	0	0	0			N/A	N/A	N/A							
hspa1a	ldha	1	0	0.61	4.09	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ndufv3	prdx4	1	0	0.61	1.55	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
trmt2a	pcnp	1	0	0.61	10.64	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
smu1	rpl22l1	1	0	0.61	4.36	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl7l1	rpl7a	2	0	0.61	8.18	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
elac2	samd4b	2	0.21	0.61	5.82	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
znf830	trak1	3	0	0.61	6.82	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf2	ganab	2	0	0.61	0.09	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srrm4	khdrbs1	2	0	0.61	0.73	0.45	0	0	0	0	0	1	0	0	0	0	0			N/A	N/A	N/A							
rbms1	thoc3	1	0	0.61	3.27	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zfp36l1	mrpl11	1	0	0.61	2.45	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pcbp1	dennd2c	1	0	0.61	0.09	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gimap4	rps19	2	0	0.61	10.82	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl11	rbm19	3	0	0.61	11.36	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm34	ddx54	1	0.23	0.61	4.45	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1	0			N/A	N/A	N/A							
ythdf2	ahnak	3	0	0.61	0	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cnn3	grip1	2	0	0.61	1.82	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf7	vcp	1	0	0.61	3.18	0.36	0	0	0	0	0	2	0	0	0	0	0			N/A	N/A	N/A							
lin28a	nelfe	1	0	0.61	3.36	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zc3h10	apobec3g	2	0	0.61	1.36	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tuba1a	mrps35	2	0	0.61	10.18	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gnl2	rps29	1	0	0.61	21.64	3.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
manf	twistnb	1	0	0.61	2.27	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
scaf11	rae1	1	0	0.61	8.18	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
abt1	polr2a	1	0	0.61	17.09	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
u2af2	prpf4	1	0	0.61	9.09	0.82	0	0	0	0	0	9.4	0	0	0	0	0			N/A	N/A	N/A							
tuba1a	dgcr14	4	0	0.61	15.36	2.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl17	cnot4	1	0	0.61	1.45	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
top3b	dhx30	1	0	0.61	14.55	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
lgals3	ubl5	1	0	0.61	14.18	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
stau1	hnrpll	1	0	0.61	5.82	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps18	sugp1	1	0.26	0.61	11.36	1.36	0	0	0	0	1	47.6	0.2	0	0	0	0			N/A	N/A	N/A							
pcbp1	surf2	2	0.87	0.61	0.09	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf4	larp4b	1	0	0.61	7.55	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tsn	h2afy2	1	0	0.61	6.73	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nat10	slu7	1	0	0.61	5.09	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nono	ctcf	1	0	0.61	2.82	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	1	0	0			N/A	N/A	N/A							
dhx16	polr2a	1	0.23	0.61	6.27	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm6	psmd4	1	0	0.61	2.55	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
safb2	mrpl10	3	0	0.61	1.36	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dhx8	tdrd3	1	0	0.61	4.64	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
xpo5	secisbp2	1	0.29	0.61	8.36	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tnrc6a	ercc3	1	0	0.61	5.73	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
trak2	hook3	1	0	0.61	1.64	1.09	0	0	0	0	1	6.6	0.4	0	0	0	0			N/A	N/A	N/A							
pdap1	zmat5	1	0	0.61	8.73	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
vapa	kat5	1	0	0.61	1.45	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm3	mrpl10	2	0	0.61	0.64	0.64	0	0	0	0	1	12.4	0.2	0	0	0	0			N/A	N/A	N/A							
idh3a	maz	2	0	0.61	5.91	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eef1g	ppie	1	0	0.6	4.73	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dapk1	mrpl14	2	0	0.6	3.55	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
u2af2	aen	1	0	0.6	3.64	1	0	0	0	0	1	22.6	1	0	0	0	0			N/A	N/A	N/A							
tufm	wdr83	1	0.28	0.6	3.36	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
raly	snw1	2	0	0.6	11.91	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1	0			N/A	N/A	N/A							
vcp	gtf2f1	1	0	0.6	17	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pwp2	tcea1	1	0	0.6	5.64	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
larp1b	sfswap	1	0	0.6	0.45	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pwp2	pnkp	1	0	0.6	5.55	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pkp2	eno1	1	0	0.6	3.18	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
frg1	sdhc	1	0	0.6	3.09	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nop16	utp3	1	0	0.6	2.64	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tardbp	acaa2	1	0	0.6	1.73	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif3a	myh9	1	0.24	0.6	7.64	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl34	rnpc3	2	0.25	0.6	7.55	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
supt5h	u2af1	1	0	0.6	2.36	0.45	0	0	0	0	0	3.4	0	0	0	0	0			N/A	N/A	N/A							
prdx2	snrnp40	1	0.24	0.6	6.64	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dgcr14	mrps27	1	0.36	0.6	7.36	8.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps15	emg1	2	0	0.6	1.55	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
golga4	rpl22l1	1	0	0.6	9	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
actb	rpl15	1	0.22	0.6	7.64	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bysl	kif2a	2	0.25	0.6	5.82	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
myo5a_nter	grn	2	0	0.6	3.73	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
utp23	clk4	1	0	0.6	1.36	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
acta1	dhx33	1	0	0.6	1.18	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm17	rbm19	2	0	0.6	8.09	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
thoc3	hsd17b10	1	0.22	0.6	3.91	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
apc_nter	nol10	1	0	0.6	2.09	0.55	0	0	0	0	0	7.2	0	0	0	0	0			N/A	N/A	N/A							
esrp2	mrpl4	4	0	0.6	27.36	6.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srrm4	nsun2	2	0.29	0.6	18.27	4.27	0	0	0	0	0	24.2	0	0	0	0	0			N/A	N/A	N/A							
lgals3	kif1b_nter	2	0	0.6	13.64	2.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
map7	lsm7	2	0	0.6	6.18	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf2	rbm33	5	0.5	0.6	0	2.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srsf4	uba52	1	0	0.6	3.91	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl39l	rps4y1	1	0.23	0.6	21.27	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
hsp90aa1	ptcd1	1	0.24	0.6	4.36	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm4mut2	nabp2	1	0	0.6	2.82	0.55	0	0	0	0	0	6	0	0	0	0	0			N/A	N/A	N/A							
ctbp1	rnpc3	1	0.23	0.6	1	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx39	farsa	1	0	0.6	34.64	2.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dgcr14	ubl5	3	0.34	0.6	5.27	3.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl39l	hnrpll	2	0.21	0.6	16	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx31	ppib	1	0	0.6	13.64	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
msi2	dis3l	1	0	0.6	2.09	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snip1	bbs5	2	0	0.6	1.82	0.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx39ab	phb	3	0.27	0.6	44	7.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mapt	cep55	2	0	0.6	4.27	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
alg13	fbxw7	1	0	0.6	5.18	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
trnau1ap	ngdn	1	0	0.6	9.55	1.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gimap4	u2af1	1	0	0.6	11.45	0.36	0	0	0	0	0	8.2	0	0	0	0	0			N/A	N/A	N/A							
aldh2	eno1	1	0	0.6	3.55	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
igf2bp3	kif1b_nter	2	0	0.6	8.73	1.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
igf2bp3	kif9	3	0	0.6	8.64	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
raly	rpl34	1	0.25	0.6	22.09	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps5	mfap1	1	0	0.6	1	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm4	lbr	1	0.24	0.6	1.64	1.73	0	0	0	0	0	15.6	0	0	0	0	0			N/A	N/A	N/A							
dennd5a	lsm2	1	0	0.6	3.91	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zc3h18	hp1bp3	2	0.25	0.6	26.18	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ago2	ints4	3	0	0.6	13.27	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
myo1d	cnot4	1	0.22	0.6	1.73	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
slc25a5	serpina3	1	0	0.6	2.45	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tbrg1	exosc3_5437	1	0.29	0.6	10.27	2.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
atp5a1	smarcb1	1	0	0.6	10.64	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	1	0	0			N/A	N/A	N/A							
khdrbs3	nxf3	2	0	0.6	3.27	0.64	0	0	0	0	0	0	0	0	0	0	0			N/A	N/A	N/A							
exosc5	lsm14b	2	0	0.6	3.64	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bcas2	luc7l2	3	0	0.6	7.64	0.73	0	0	0	0	1	6.4	0.2	0	0	0	0			N/A	N/A	N/A							
dhx8	alg13	3	0	0.6	11.82	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx1	gnl3	1	0	0.6	3.64	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
klc4	rpl36	2	0	0.6	0.27	0.36	0	0	0	0	0	1.2	0	0	0	0	0			N/A	N/A	N/A							
